image name,Comprehensive,Noise,Blur,Color,Contrast
0-0-0811.png,2.570756733417511,4.020193099975586,1.769159197807312,2.8377246856689453,1.6559499502182007
0-0-0469.png,2.755674123764038,4.240472793579102,1.8900609016418457,3.0505216121673584,1.8416411876678467
0-0-0720.png,2.5967180728912354,4.078091621398926,1.80647611618042,2.876278877258301,1.626025676727295
6-0-0941.png,2.753346174955368,4.203068733215332,1.7815619707107544,3.1424808502197266,1.8862731456756592
24-0-0839.png,2.6154964864254,4.0302734375,1.8816065788269043,2.808101177215576,1.7420047521591187
24-0-0208.png,2.693073183298111,4.136268615722656,1.9061483144760132,2.977266788482666,1.7526090145111084
6-0-0840.png,2.714710056781769,4.197578430175781,1.7992455959320068,3.029226779937744,1.832789421081543
36-0-0452.png,2.7020911872386932,4.081638336181641,1.9541914463043213,2.942923069000244,1.829611897468567
24-0-0608.png,2.7564271092414856,4.2311859130859375,1.942885398864746,3.0607540607452393,1.7908830642700195
6-0-0033.png,2.7180932760238647,4.131925106048584,1.8134980201721191,3.043787717819214,1.883162260055542
6-0-0794.png,2.735037922859192,4.163352012634277,1.849605917930603,3.1181068420410156,1.8090869188308716
6-0-0119.png,2.7769018709659576,4.216726779937744,1.889224648475647,3.1818718910217285,1.819784164428711
0-0-0429.png,2.626688003540039,4.148104667663574,1.8386552333831787,2.8749213218688965,1.6450707912445068
0-0-0699.png,2.5823417007923126,4.0604729652404785,1.7992146015167236,2.787407636642456,1.6822715997695923
36-0-0099.png,2.7132198214530945,4.133960723876953,1.9393060207366943,2.9835846424102783,1.7960278987884521
0-0-0274.png,2.741573065519333,4.223832130432129,1.8510069847106934,3.056525230407715,1.8349279165267944
6-0-0951.png,2.850721299648285,4.2844953536987305,1.9956090450286865,3.198906898498535,1.9238739013671875
36-0-0861.png,2.7233351469039917,4.128199577331543,1.9663360118865967,2.981174945831299,1.8176300525665283
0-0-0032.png,2.6072058379650116,4.075922966003418,1.822119951248169,2.9103469848632812,1.6204334497451782
24-0-0587.png,2.711663246154785,4.14918327331543,1.8989249467849731,3.004807949066162,1.7937368154525757
6-0-0022.png,2.7590595483779907,4.2367424964904785,1.8693101406097412,3.0542516708374023,1.8759338855743408
24-0-0485.png,2.7372732162475586,4.177970886230469,1.9344499111175537,3.035125732421875,1.801546335220337
24-0-0329.png,2.66286364197731,4.111315727233887,1.9224045276641846,2.892495632171631,1.7252386808395386
24-0-0651.png,2.7621583938598633,4.1794753074646,2.0594611167907715,2.902801036834717,1.9068961143493652
24-0-0519.png,2.698042154312134,4.103565692901611,2.004950761795044,2.838911533355713,1.844740629196167
24-0-0600.png,2.6429834961891174,4.043839454650879,1.9424867630004883,2.7709121704101562,1.8146955966949463
24-0-0545.png,2.6657038033008575,4.121121406555176,1.9369763135910034,2.83986234664917,1.764855146408081
24-0-0121.png,2.7385734021663666,4.166674613952637,2.0041983127593994,2.993403911590576,1.790016770362854
24-0-0075.png,2.724621832370758,4.204775810241699,1.9205689430236816,3.0013163089752197,1.7718262672424316
24-0-0109.png,2.589802533388138,4.011597156524658,1.8234202861785889,2.7438700199127197,1.7803226709365845
36-0-0843.png,2.6948829889297485,4.105892181396484,1.930286169052124,2.967111587524414,1.7762420177459717
6-0-0486.png,2.7424012422561646,4.220283508300781,1.8550015687942505,3.0469307899475098,1.8473891019821167
36-0-0180.png,2.7034277617931366,4.065485954284668,1.9761967658996582,2.9528391361236572,1.819189190864563
24-0-0107.png,2.764024794101715,4.195556640625,2.0300493240356445,2.9237890243530273,1.9067041873931885
0-0-0882.png,2.596270054578781,4.060493469238281,1.8044452667236328,2.8908772468566895,1.629264235496521
6-0-0152.png,2.7615288496017456,4.1914896965026855,1.9372308254241943,3.123436450958252,1.7939584255218506
0-0-0789.png,2.7342399954795837,4.224848747253418,1.8363417387008667,3.059372901916504,1.8163965940475464
6-0-0167.png,2.7626885175704956,4.192480087280273,1.8823065757751465,3.1324081420898438,1.8435592651367188
6-0-0726.png,2.771847724914551,4.215799331665039,1.9149229526519775,3.1019062995910645,1.854762315750122
24-0-0620.png,2.7338228821754456,4.174368381500244,2.0179102420806885,2.88826322555542,1.8547496795654297
36-0-0110.png,2.7231737077236176,4.147204875946045,1.9615094661712646,2.995436906814575,1.7885435819625854
24-0-0400.png,2.7202540934085846,4.174623012542725,1.9359225034713745,3.0215585231781006,1.7489123344421387
6-0-0206.png,2.6653859317302704,4.194007873535156,1.890633463859558,2.871821641921997,1.7050807476043701
36-0-0462.png,2.717467278242111,4.1307172775268555,1.9681897163391113,2.9728336334228516,1.7981284856796265
6-0-0589.png,2.762635290622711,4.204718589782715,1.8697702884674072,3.136160373687744,1.8398919105529785
6-0-0278.png,2.810470849275589,4.266934871673584,1.9269373416900635,3.186657667160034,1.8613535165786743
0-0-0697.png,2.592140018939972,4.090950965881348,1.801222324371338,2.8755812644958496,1.6008055210113525
6-0-0727.png,2.7622655630111694,4.214488983154297,1.8673940896987915,3.1439921855926514,1.823186993598938
36-0-0294.png,2.729995995759964,4.127532482147217,1.9470092058181763,3.005587577819824,1.8398547172546387
24-0-0630.png,2.74836665391922,4.169747352600098,2.029890537261963,2.922952175140381,1.8708765506744385
24-0-0354.png,2.6593950986862183,4.135352611541748,1.9019324779510498,2.9231696128845215,1.6771256923675537
6-0-0729.png,2.70441797375679,4.145002365112305,1.826071858406067,3.0419468879699707,1.8046507835388184
6-0-0310.png,2.6412223279476166,4.210539817810059,1.8183997869491577,2.8761491775512695,1.6598005294799805
24-0-0824.png,2.695511370897293,4.137282848358154,1.9133305549621582,2.9620089530944824,1.7694231271743774
24-0-0760.png,2.6855776011943817,4.087550163269043,1.9909865856170654,2.8364269733428955,1.827346682548523
6-0-0392.png,2.767394870519638,4.209578037261963,1.8741906881332397,3.146778106689453,1.8390326499938965
36-0-0818.png,2.705717831850052,4.104197978973389,1.9568860530853271,2.9810104370117188,1.780776858329773
0-0-0543.png,2.7149860858917236,4.22152042388916,1.8505693674087524,3.042870044708252,1.74498450756073
36-0-0774.png,2.70779949426651,4.09556770324707,1.948460340499878,2.9633841514587402,1.8237857818603516
36-0-0314.png,2.6969991326332092,4.062314033508301,1.9401530027389526,2.9644875526428223,1.8210419416427612
36-0-0338.png,2.7350071370601654,4.164638519287109,1.9656181335449219,3.0067696571350098,1.8030022382736206
24-0-0770.png,2.7477554082870483,4.178556442260742,2.036299467086792,2.875542163848877,1.9006235599517822
36-0-0211.png,2.725351393222809,4.14440393447876,1.954917311668396,2.996427059173584,1.8056572675704956
6-0-0497.png,2.76194304227829,4.2334113121032715,1.8767918348312378,3.1443614959716797,1.7932075262069702
24-0-0622.png,2.72417551279068,4.192877769470215,1.9148902893066406,2.9990267753601074,1.7899072170257568
24-0-0973.png,2.7383094131946564,4.145164966583252,2.033860445022583,2.909386157989502,1.8648260831832886
6-0-0185.png,2.8165875673294067,4.267504692077637,1.9092646837234497,3.2204318046569824,1.869149088859558
0-0-0305.png,2.5820027589797974,4.0664238929748535,1.732155203819275,2.848210573196411,1.68122136592865
24-0-0332.png,2.6189617216587067,4.02858829498291,1.8812071084976196,2.815115213394165,1.7509362697601318
6-0-0576.png,2.602777063846588,4.111896514892578,1.7990537881851196,2.8565993309020996,1.6435586214065552
6-0-0610.png,2.751246929168701,4.173943519592285,1.9080256223678589,3.1243791580200195,1.7986394166946411
36-0-0400.png,2.6949881613254547,4.106647491455078,1.9313781261444092,2.9693307876586914,1.7725962400436401
6-0-0609.png,2.799440860748291,4.267698764801025,1.901707410812378,3.179576873779297,1.8487803936004639
0-0-0719.png,2.6278062760829926,4.133637428283691,1.8052083253860474,2.9194862842559814,1.65289306640625
36-0-0392.png,2.7113178968429565,4.080792427062988,1.9437029361724854,2.9923486709594727,1.8284275531768799
36-0-0941.png,2.7167564928531647,4.112628936767578,1.968956470489502,2.96956205368042,1.8158785104751587
24-0-0273.png,2.6511401534080505,4.062787055969238,1.958247184753418,2.772641658782959,1.810884714126587
0-0-0364.png,2.611469030380249,4.127658843994141,1.8216744661331177,2.8547606468200684,1.6417821645736694
36-0-0108.png,2.6920892894268036,4.070215225219727,1.9288054704666138,2.962522506713867,1.8068139553070068
6-0-0060.png,2.7341059148311615,4.195908546447754,1.86170494556427,3.0764060020446777,1.8024041652679443
0-0-0010.png,2.727777063846588,4.221538066864014,1.8366647958755493,3.051846981048584,1.8010584115982056
6-0-0728.png,2.7614415287971497,4.206873893737793,1.8419933319091797,3.1109566688537598,1.8859422206878662
24-0-0944.png,2.6201966404914856,4.019896507263184,1.8899948596954346,2.793046474456787,1.777848720550537
36-0-0250.png,2.7351401150226593,4.161133289337158,1.9815280437469482,3.000309467315674,1.797589659690857
36-0-0608.png,2.722684383392334,4.124213695526123,1.9391216039657593,3.002681255340576,1.8247209787368774
24-0-0195.png,2.710988849401474,4.166250228881836,1.91388738155365,2.9961533546447754,1.7676644325256348
36-0-0827.png,2.7126904726028442,4.088282108306885,1.9587011337280273,2.9598982334136963,1.8438804149627686
24-0-0590.png,2.6123575270175934,4.015541076660156,1.8813775777816772,2.8290205001831055,1.7234909534454346
0-0-0070.png,2.717153549194336,4.163841724395752,1.8792710304260254,3.048480987548828,1.7770204544067383
0-0-0434.png,2.5957362055778503,4.105894088745117,1.8177303075790405,2.7995457649230957,1.659774661064148
6-0-0038.png,2.8022953271865845,4.244833946228027,1.884298324584961,3.216731548309326,1.8633174896240234
6-0-0372.png,2.7178857922554016,4.1853179931640625,1.8029894828796387,3.05696439743042,1.8262712955474854
0-0-0039.png,2.730038732290268,4.156868934631348,1.8901100158691406,3.080972671508789,1.7922033071517944
0-0-0821.png,2.7472716867923737,4.181283950805664,1.910932183265686,3.0838451385498047,1.8130254745483398
36-0-0309.png,2.75772225856781,4.1752729415893555,1.9634860754013062,3.0534920692443848,1.8386379480361938
6-0-0160.png,2.753148168325424,4.193833827972412,1.8395054340362549,3.1417808532714844,1.8374725580215454
0-0-0800.png,2.6034233570098877,4.065034866333008,1.8118363618850708,2.902578592300415,1.6342436075210571
24-0-0548.png,2.7530808448791504,4.169822692871094,2.0461301803588867,2.9093618392944336,1.8870086669921875
6-0-0837.png,2.703982949256897,4.257572174072266,1.9541966915130615,2.8757565021514893,1.7284064292907715
0-0-0838.png,2.583462655544281,4.029134750366211,1.8085271120071411,2.8594870567321777,1.6367017030715942
36-0-0920.png,2.705878496170044,4.099172592163086,1.914994716644287,2.996469497680664,1.8128771781921387
36-0-0249.png,2.712879091501236,4.139261245727539,1.936360478401184,2.989975929260254,1.7859187126159668
0-0-0430.png,2.7593739926815033,4.216892242431641,1.9258521795272827,3.0394182205200195,1.8553333282470703
24-0-0578.png,2.6928781867027283,4.103602409362793,1.9634575843811035,2.843251943588257,1.8612008094787598
24-0-0244.png,2.660638839006424,4.07480001449585,1.9008415937423706,2.89511775970459,1.7717959880828857
0-0-0876.png,2.576212078332901,4.034673690795898,1.7639989852905273,2.848191022872925,1.6579846143722534
36-0-0360.png,2.731099635362625,4.073465347290039,1.9964418411254883,2.985227584838867,1.869263768196106
6-0-0023.png,2.7295664846897125,4.134335517883301,1.896641492843628,3.112175941467285,1.7751129865646362
6-0-0795.png,2.7730698585510254,4.205461502075195,1.8945224285125732,3.094768762588501,1.897526741027832
0-0-0508.png,2.737778216600418,4.2391204833984375,1.888401985168457,3.017916202545166,1.8056741952896118
6-0-0045.png,2.7662370204925537,4.233332633972168,1.880885124206543,3.1088876724243164,1.8418426513671875
0-0-0481.png,2.572851836681366,4.042116165161133,1.793236255645752,2.816540241241455,1.639514684677124
0-0-0538.png,2.589855909347534,4.058671951293945,1.8050222396850586,2.8335325717926025,1.6621968746185303
24-0-0027.png,2.683292955160141,4.137529373168945,1.9174307584762573,2.9612550735473633,1.716956615447998
0-0-0027.png,2.738762527704239,4.233608245849609,1.8209309577941895,3.0708041191101074,1.8297067880630493
